TransactionID,Year,Month,SalePrice_GBP,ProfitMarginPct,Profit_GBP,BuyerAgeGroup,BuyerGender,BuyerRegion,PurchaseChannel,ResaleIntent
284,2024,2,3075.18,29.9,919.48,Under 30,Male,Midlands,Pre-Owned Dealer,Sell Within 3y
285,2024,8,9658.26,41.3,3988.86,45–59,Male,South East,Authorized Dealer,Trade-In
286,2024,8,5850.54,46.4,2714.65,45–59,Male,Scotland,Authorized Dealer,Sell Within 3y
287,2024,6,12361.55,33.4,4128.76,45–59,Male,London,Authorized Dealer,Sell Within 3y
288,2024,1,12050.16,24.6,2964.34,60+,Female,London,Online Boutique,Trade-In
289,2024,2,6433.58,32.0,2058.75,Under 30,Male,North England,Authorized Dealer,Hold Long-Term
290,2024,1,5585.22,35.0,1954.83,45–59,Male,Scotland,Pre-Owned Dealer,Sell Within 3y
291,2023,6,4877.34,33.1,1614.4,60+,Female,South East,Authorized Dealer,Hold Long-Term
292,2023,10,2485.08,42.4,1053.67,60+,Male,South East,Authorized Dealer,Hold Long-Term
293,2024,8,5326.87,41.2,2194.67,45–59,Female,Midlands,Authorized Dealer,Sell Within 3y
294,2023,4,5909.99,31.8,1879.38,60+,Male,London,Authorized Dealer,Trade-In
295,2024,8,5037.23,42.2,2125.71,60+,Female,Midlands,Authorized Dealer,Hold Long-Term
296,2024,8,4470.27,44.6,1993.74,45–59,Male,Wales,Authorized Dealer,Trade-In
297,2023,7,6366.32,27.5,1750.74,30–44,Female,North England,Authorized Dealer,Hold Long-Term
298,2023,6,5683.6,34.8,1977.89,45–59,Female,South East,Pre-Owned Dealer,Hold Long-Term
299,2024,9,6957.08,36.7,2553.25,60+,Male,London,Authorized Dealer,Hold Long-Term
300,2024,12,4438.86,43.4,1926.47,45–59,Male,South East,Authorized Dealer,Hold Long-Term
301,2024,4,13970.38,28.1,3925.68,60+,Male,North England,Authorized Dealer,Trade-In
302,2023,2,8175.59,34.4,2812.4,45–59,Male,London,Authorized Dealer,Trade-In
303,2023,11,6172.37,32.5,2006.02,45–59,Male,North England,Authorized Dealer,Trade-In
304,2024,12,4813.27,31.5,1516.18,45–59,Female,South East,Authorized Dealer,Trade-In
305,2023,11,4469.13,35.0,1564.2,45–59,Male,London,Authorized Dealer,Trade-In
306,2023,9,9019.38,39.9,3598.73,30–44,Male,Scotland,Authorized Dealer,Trade-In
307,2024,7,5585.85,39.3,2195.24,60+,Male,South East,Authorized Dealer,Trade-In
308,2023,12,6710.86,42.8,2872.25,30–44,Male,Midlands,Authorized Dealer,Trade-In
309,2024,7,7760.29,33.5,2599.7,45–59,Female,South East,Authorized Dealer,Sell Within 3y
310,2023,3,5294.89,36.8,1948.52,60+,Male,Northern Ireland,Online Boutique,Trade-In
311,2023,6,7286.24,38.7,2819.77,Under 30,Male,North England,Authorized Dealer,Trade-In
312,2024,4,3128.61,43.5,1360.95,30–44,Male,London,Authorized Dealer,Trade-In
313,2024,2,4475.46,31.4,1405.29,60+,Female,London,Authorized Dealer,Sell Within 3y
314,2024,2,3038.83,36.1,1097.02,30–44,Male,Midlands,Authorized Dealer,Trade-In
315,2024,2,5582.16,31.0,1730.47,45–59,Male,North England,Online Boutique,Trade-In
316,2023,12,5545.85,38.0,2107.42,60+,Male,North England,Pre-Owned Dealer,Sell Within 3y
317,2023,11,13247.78,28.1,3722.63,30–44,Male,Midlands,Authorized Dealer,Trade-In
318,2024,4,4799.49,30.0,1439.85,Under 30,Female,North England,Authorized Dealer,Trade-In
319,2023,4,6950.29,36.1,2509.05,30–44,Female,North England,Authorized Dealer,Trade-In
320,2023,3,7742.13,30.3,2345.87,30–44,Female,London,Authorized Dealer,Hold Long-Term
321,2024,4,11438.51,37.6,4300.88,Under 30,Male,London,Online Boutique,Hold Long-Term
322,2024,7,7853.02,31.7,2489.41,45–59,Male,Wales,Authorized Dealer,Trade-In
323,2023,8,8812.31,24.2,2132.58,45–59,Male,North England,Authorized Dealer,Hold Long-Term
324,2024,11,13382.13,32.3,4322.43,60+,Male,London,Authorized Dealer,Sell Within 3y
325,2024,11,3353.66,41.5,1391.77,60+,Male,North England,Authorized Dealer,Hold Long-Term
326,2024,7,5190.72,38.0,1972.47,Under 30,Male,London,Pre-Owned Dealer,Sell Within 3y
327,2023,3,5622.34,38.8,2181.47,45–59,Female,London,Authorized Dealer,Sell Within 3y
328,2024,1,6363.21,21.9,1393.54,30–44,Male,South East,Authorized Dealer,Sell Within 3y
329,2024,3,5073.25,33.3,1689.39,45–59,Male,London,Authorized Dealer,Trade-In
330,2024,4,10004.41,39.0,3901.72,45–59,Male,Wales,Authorized Dealer,Hold Long-Term
331,2023,3,5099.37,34.7,1769.48,45–59,Female,London,Authorized Dealer,Hold Long-Term
332,2024,8,5033.18,40.1,2018.31,30–44,Male,South East,Authorized Dealer,Trade-In
333,2023,8,7846.32,38.5,3020.83,60+,Male,London,Authorized Dealer,Trade-In
334,2024,6,4855.27,33.2,1611.95,45–59,Female,London,Authorized Dealer,Sell Within 3y
335,2024,8,4290.87,40.9,1754.97,30–44,Male,London,Authorized Dealer,Trade-In
336,2023,3,3873.11,43.6,1688.68,45–59,Male,London,Authorized Dealer,Trade-In
337,2024,4,6174.51,39.9,2463.63,60+,Male,Wales,Authorized Dealer,Sell Within 3y
338,2024,5,9768.51,39.3,3839.02,45–59,Male,London,Authorized Dealer,Hold Long-Term
339,2024,5,8935.87,29.9,2671.83,45–59,Female,Wales,Pre-Owned Dealer,Sell Within 3y
340,2024,6,7780.43,36.8,2863.2,60+,Male,South East,Authorized Dealer,Trade-In
341,2024,12,6814.43,37.4,2548.6,30–44,Male,Midlands,Authorized Dealer,Hold Long-Term
342,2024,1,5205.74,31.0,1613.78,60+,Female,South East,Authorized Dealer,Hold Long-Term
343,2023,6,6258.02,34.3,2146.5,60+,Female,Wales,Authorized Dealer,Trade-In
344,2024,8,3987.34,32.7,1303.86,30–44,Male,Northern Ireland,Authorized Dealer,Trade-In
345,2024,1,6919.45,42.2,2920.01,45–59,Female,London,Authorized Dealer,Hold Long-Term
346,2024,11,9686.45,30.9,2993.11,45–59,Male,Scotland,Online Boutique,Trade-In
347,2024,6,3399.72,37.1,1261.3,60+,Male,South East,Authorized Dealer,Trade-In
348,2023,3,11003.56,35.8,3939.27,30–44,Male,London,Authorized Dealer,Sell Within 3y
349,2023,11,2743.81,38.7,1061.85,45–59,Female,Midlands,Authorized Dealer,Hold Long-Term
350,2024,10,4766.7,35.7,1701.71,60+,Male,London,Authorized Dealer,Sell Within 3y
351,2023,5,4224.67,31.5,1330.77,60+,Female,London,Authorized Dealer,Hold Long-Term
352,2024,5,4874.64,37.2,1813.37,60+,Male,London,Authorized Dealer,Trade-In
353,2023,1,5631.62,45.8,2579.28,45–59,Male,London,Online Boutique,Sell Within 3y
354,2023,4,10703.33,38.4,4110.08,45–59,Female,London,Authorized Dealer,Sell Within 3y
355,2023,1,4341.32,41.3,1792.97,60+,Male,North England,Authorized Dealer,Sell Within 3y
356,2024,7,4484.58,27.9,1251.2,45–59,Female,London,Authorized Dealer,Trade-In
357,2023,4,4820.37,45.1,2173.99,60+,Male,North England,Authorized Dealer,Sell Within 3y
358,2024,3,5198.99,42.1,2188.77,60+,Female,London,Authorized Dealer,Trade-In
359,2023,5,5015.07,35.4,1775.33,45–59,Female,South East,Authorized Dealer,Trade-In
360,2024,4,3803.61,39.6,1506.23,30–44,Male,South East,Authorized Dealer,Hold Long-Term
361,2024,11,7162.26,44.7,3201.53,45–59,Male,Wales,Authorized Dealer,Sell Within 3y
362,2023,10,6135.47,35.7,2190.36,60+,Female,London,Authorized Dealer,Sell Within 3y
363,2024,10,9616.61,30.5,2933.07,60+,Male,Wales,Authorized Dealer,Trade-In
364,2024,6,10593.31,40.2,4258.51,45–59,Male,Scotland,Authorized Dealer,Sell Within 3y
365,2024,9,3470.51,34.8,1207.74,60+,Male,South East,Pre-Owned Dealer,Hold Long-Term
366,2023,12,12130.33,38.6,4682.31,30–44,Female,South East,Pre-Owned Dealer,Trade-In
367,2024,5,7938.02,34.4,2730.68,60+,Non-binary/Other,South East,Authorized Dealer,Hold Long-Term
368,2023,4,10736.7,28.3,3038.49,30–44,Male,London,Authorized Dealer,Sell Within 3y
369,2024,3,6238.58,33.6,2096.16,45–59,Female,London,Pre-Owned Dealer,Sell Within 3y
370,2023,3,8383.29,38.7,3244.33,60+,Male,London,Authorized Dealer,Hold Long-Term
371,2023,2,8106.88,30.4,2464.49,60+,Female,South East,Authorized Dealer,Sell Within 3y
372,2023,7,11077.94,44.2,4896.45,30–44,Male,Scotland,Pre-Owned Dealer,Sell Within 3y
373,2024,4,5076.12,25.8,1309.64,45–59,Female,London,Authorized Dealer,Trade-In
374,2024,10,5094.28,31.5,1604.7,45–59,Male,North England,Authorized Dealer,Hold Long-Term
375,2024,9,5861.15,37.3,2186.21,60+,Female,London,Authorized Dealer,Sell Within 3y
376,2023,10,11139.95,36.9,4110.64,45–59,Male,Midlands,Authorized Dealer,Hold Long-Term
377,2024,4,11947.37,40.0,4778.95,30–44,Male,Midlands,Pre-Owned Dealer,Sell Within 3y
378,2023,3,4160.86,36.8,1531.2,30–44,Male,North England,Authorized Dealer,Sell Within 3y
379,2023,8,8057.97,44.2,3561.62,45–59,Non-binary/Other,South East,Authorized Dealer,Trade-In
380,2024,3,6433.52,33.6,2161.66,Under 30,Male,North England,Authorized Dealer,Hold Long-Term
381,2023,2,5935.66,39.0,2314.91,60+,Female,London,Authorized Dealer,Sell Within 3y
382,2024,4,8088.23,32.7,2644.85,45–59,Male,North England,Authorized Dealer,Hold Long-Term
383,2024,5,13730.56,41.8,5739.37,45–59,Male,Midlands,Authorized Dealer,Sell Within 3y
384,2023,5,8276.87,35.0,2896.9,30–44,Male,South East,Pre-Owned Dealer,Hold Long-Term
385,2023,12,5452.88,34.5,1881.24,60+,Female,Midlands,Authorized Dealer,Sell Within 3y
386,2023,3,5096.43,36.0,1834.71,60+,Male,Wales,Authorized Dealer,Hold Long-Term
387,2023,12,8025.99,31.4,2520.16,30–44,Female,South East,Authorized Dealer,Trade-In
388,2024,3,7289.98,34.1,2485.88,60+,Male,South East,Authorized Dealer,Sell Within 3y
389,2024,11,10342.36,28.0,2895.86,45–59,Female,South East,Authorized Dealer,Sell Within 3y
390,2023,9,11513.11,34.5,3972.02,30–44,Female,London,Authorized Dealer,Trade-In
391,2024,11,7288.31,35.6,2594.64,30–44,Male,London,Authorized Dealer,Trade-In
392,2023,4,8414.56,39.3,3306.92,60+,Male,London,Authorized Dealer,Sell Within 3y
393,2024,8,12888.86,33.9,4369.32,30–44,Male,North England,Authorized Dealer,Hold Long-Term
394,2023,12,11105.37,29.5,3276.08,60+,Female,London,Authorized Dealer,Hold Long-Term
395,2024,5,4609.61,35.8,1650.24,60+,Male,South East,Authorized Dealer,Hold Long-Term
396,2024,7,3733.23,33.0,1231.97,Under 30,Female,Scotland,Authorized Dealer,Sell Within 3y
397,2023,11,3832.08,31.4,1203.27,60+,Male,South East,Authorized Dealer,Sell Within 3y
398,2024,1,3277.38,44.7,1464.99,60+,Female,Scotland,Authorized Dealer,Hold Long-Term
399,2024,8,7724.48,34.8,2688.12,45–59,Female,South East,Authorized Dealer,Hold Long-Term
400,2024,9,4006.35,50.5,2023.21,60+,Female,South East,Authorized Dealer,Trade-In
401,2023,1,8684.25,34.2,2970.01,45–59,Male,London,Pre-Owned Dealer,Trade-In
402,2023,3,4760.01,30.7,1461.32,45–59,Female,Scotland,Authorized Dealer,Trade-In
403,2023,11,9680.64,34.8,3368.86,30–44,Male,South East,Authorized Dealer,Sell Within 3y
404,2023,5,8504.23,31.9,2712.85,45–59,Female,North England,Authorized Dealer,Sell Within 3y
405,2023,6,7032.22,39.8,2798.82,30–44,Male,London,Authorized Dealer,Hold Long-Term
406,2024,6,7905.97,33.5,2648.5,60+,Female,London,Authorized Dealer,Hold Long-Term
407,2023,4,3936.04,36.2,1424.85,30–44,Male,Wales,Authorized Dealer,Hold Long-Term
408,2024,1,2453.44,40.1,983.83,45–59,Male,Northern Ireland,Authorized Dealer,Sell Within 3y
409,2023,5,5261.69,35.6,1873.16,60+,Female,South East,Authorized Dealer,Hold Long-Term
410,2024,11,7814.94,37.1,2899.34,60+,Male,Wales,Authorized Dealer,Sell Within 3y
411,2023,10,3875.4,33.1,1282.76,45–59,Male,Midlands,Online Boutique,Trade-In
412,2024,4,8476.75,40.8,3458.51,45–59,Female,Wales,Pre-Owned Dealer,Hold Long-Term
413,2024,2,8289.12,44.5,3688.66,45–59,Male,Scotland,Online Boutique,Trade-In
414,2024,8,6840.32,35.1,2400.95,60+,Male,Northern Ireland,Authorized Dealer,Sell Within 3y
415,2023,9,7235.43,31.2,2257.45,60+,Male,Midlands,Pre-Owned Dealer,Hold Long-Term
416,2023,4,6278.93,36.7,2304.37,45–59,Male,Wales,Authorized Dealer,Sell Within 3y
417,2024,7,6897.37,44.9,3096.92,60+,Male,South East,Authorized Dealer,Sell Within 3y
418,2024,8,3916.05,35.2,1378.45,30–44,Male,Scotland,Authorized Dealer,Hold Long-Term
419,2023,5,9923.64,43.5,4316.78,30–44,Male,Midlands,Authorized Dealer,Trade-In
420,2024,11,7464.09,31.8,2373.58,60+,Male,Scotland,Authorized Dealer,Trade-In
421,2023,10,8066.99,35.3,2847.65,60+,Female,North England,Authorized Dealer,Hold Long-Term
422,2024,3,4814.72,41.4,1993.29,45–59,Female,South East,Authorized Dealer,Hold Long-Term
423,2024,2,3582.57,37.6,1347.05,Under 30,Female,North England,Authorized Dealer,Sell Within 3y
424,2024,6,10641.03,34.0,3617.95,45–59,Male,South East,Pre-Owned Dealer,Trade-In
425,2023,7,3600.31,45.0,1620.14,45–59,Female,London,Authorized Dealer,Sell Within 3y
426,2023,7,5685.29,36.0,2046.7,30–44,Male,Wales,Authorized Dealer,Sell Within 3y
427,2023,6,6210.38,36.8,2285.42,30–44,Female,Wales,Authorized Dealer,Sell Within 3y
428,2023,2,7175.27,34.9,2504.17,30–44,Male,London,Online Boutique,Hold Long-Term
429,2024,6,7401.49,32.0,2368.48,60+,Male,London,Authorized Dealer,Trade-In
430,2024,8,6445.3,37.1,2391.21,Under 30,Male,London,Online Boutique,Sell Within 3y
431,2024,11,3660.97,42.6,1559.57,30–44,Male,North England,Authorized Dealer,Sell Within 3y
432,2023,12,5814.88,35.6,2070.1,30–44,Male,South East,Authorized Dealer,Trade-In
433,2023,4,6263.52,42.4,2655.73,45–59,Male,South East,Authorized Dealer,Trade-In
434,2024,10,8052.28,31.9,2568.68,45–59,Male,London,Authorized Dealer,Sell Within 3y
435,2023,1,7144.27,37.2,2657.67,45–59,Female,South East,Authorized Dealer,Hold Long-Term
436,2023,7,10229.78,39.5,4040.76,45–59,Non-binary/Other,Northern Ireland,Online Boutique,Trade-In
437,2024,5,9093.11,38.8,3528.13,45–59,Male,South East,Authorized Dealer,Sell Within 3y
438,2023,3,3898.04,35.3,1376.01,45–59,Male,North England,Authorized Dealer,Trade-In
439,2023,5,6673.22,26.5,1768.4,45–59,Male,Midlands,Authorized Dealer,Hold Long-Term
440,2023,2,7752.37,35.4,2744.34,45–59,Male,Wales,Authorized Dealer,Sell Within 3y
441,2024,6,5303.84,40.7,2158.66,30–44,Female,London,Authorized Dealer,Hold Long-Term
442,2024,11,11892.88,39.3,4673.9,30–44,Male,London,Authorized Dealer,Hold Long-Term
443,2024,1,5214.16,35.6,1856.24,30–44,Male,North England,Pre-Owned Dealer,Trade-In
444,2024,9,3875.34,43.0,1666.4,60+,Male,London,Authorized Dealer,Hold Long-Term
445,2023,6,3194.02,30.8,983.76,60+,Male,London,Pre-Owned Dealer,Trade-In
446,2023,10,5393.01,38.3,2065.52,30–44,Female,South East,Authorized Dealer,Sell Within 3y
447,2024,7,5403.66,44.5,2404.63,60+,Male,Midlands,Authorized Dealer,Hold Long-Term
448,2023,6,5597.73,44.1,2468.6,45–59,Male,London,Authorized Dealer,Hold Long-Term
449,2024,4,2687.41,46.1,1238.9,30–44,Male,North England,Pre-Owned Dealer,Hold Long-Term
450,2024,1,6549.35,30.0,1964.8,30–44,Female,North England,Pre-Owned Dealer,Hold Long-Term
451,2024,8,10337.68,34.1,3525.15,30–44,Male,London,Authorized Dealer,Trade-In
452,2023,7,5046.53,37.0,1867.22,30–44,Female,Scotland,Pre-Owned Dealer,Trade-In
453,2023,6,8324.57,40.2,3346.48,30–44,Male,Scotland,Authorized Dealer,Hold Long-Term
454,2024,7,5108.03,30.2,1542.63,60+,Male,North England,Pre-Owned Dealer,Trade-In
455,2023,1,4713.18,37.6,1772.16,60+,Male,North England,Online Boutique,Sell Within 3y
456,2023,1,11242.04,32.0,3597.45,60+,Male,London,Online Boutique,Sell Within 3y
457,2024,11,8781.76,35.6,3126.31,60+,Male,Wales,Authorized Dealer,Hold Long-Term
458,2024,5,9381.83,28.1,2636.29,45–59,Female,Northern Ireland,Authorized Dealer,Sell Within 3y
459,2023,5,16779.25,39.3,6594.25,30–44,Male,South East,Authorized Dealer,Trade-In
460,2023,8,6610.53,26.5,1751.79,45–59,Male,Midlands,Online Boutique,Hold Long-Term
461,2024,8,6568.71,38.1,2502.68,45–59,Male,North England,Authorized Dealer,Sell Within 3y
462,2024,2,7008.8,29.9,2095.63,45–59,Male,North England,Authorized Dealer,Hold Long-Term
463,2024,7,11779.91,32.1,3781.35,45–59,Male,North England,Authorized Dealer,Sell Within 3y
464,2024,4,9680.47,39.1,3785.06,45–59,Female,London,Authorized Dealer,Trade-In
465,2023,6,4643.86,37.7,1750.74,30–44,Female,London,Authorized Dealer,Hold Long-Term
466,2023,3,4773.9,29.8,1422.62,45–59,Male,Scotland,Pre-Owned Dealer,Sell Within 3y
467,2023,9,7706.65,24.1,1857.3,60+,Male,London,Authorized Dealer,Trade-In
468,2024,9,8124.7,37.1,3014.26,60+,Female,London,Authorized Dealer,Sell Within 3y
469,2023,5,8005.06,37.1,2969.88,60+,Male,South East,Authorized Dealer,Sell Within 3y
470,2023,5,8265.36,28.5,2355.63,45–59,Male,South East,Pre-Owned Dealer,Trade-In
471,2023,5,6146.77,45.0,2766.05,45–59,Male,North England,Authorized Dealer,Trade-In
472,2024,8,8490.33,40.5,3438.58,30–44,Male,London,Authorized Dealer,Trade-In
473,2023,3,8585.63,28.6,2455.49,45–59,Male,Scotland,Pre-Owned Dealer,Hold Long-Term
474,2024,5,4638.72,40.5,1878.68,Under 30,Male,Scotland,Authorized Dealer,Sell Within 3y
475,2023,9,4011.52,29.3,1175.38,45–59,Male,London,Authorized Dealer,Hold Long-Term
476,2024,6,7293.68,43.9,3201.93,30–44,Female,Midlands,Authorized Dealer,Hold Long-Term
477,2024,7,5632.69,44.5,2506.55,60+,Male,Scotland,Authorized Dealer,Trade-In
478,2024,2,3729.92,45.0,1678.46,60+,Male,South East,Online Boutique,Hold Long-Term
479,2023,10,9043.25,29.7,2685.85,30–44,Female,South East,Authorized Dealer,Hold Long-Term
480,2024,6,7853.46,34.3,2693.74,60+,Female,Midlands,Authorized Dealer,Trade-In
481,2023,2,11589.83,29.6,3430.59,45–59,Male,Scotland,Authorized Dealer,Hold Long-Term
482,2023,12,6493.9,31.2,2026.1,45–59,Male,London,Authorized Dealer,Trade-In
483,2023,5,6837.93,46.4,3172.8,45–59,Male,Midlands,Online Boutique,Trade-In
484,2024,10,3723.83,36.8,1370.37,30–44,Female,North England,Authorized Dealer,Hold Long-Term
485,2023,8,11663.91,34.8,4059.04,Under 30,Female,North England,Authorized Dealer,Sell Within 3y
486,2024,9,8489.6,35.1,2979.85,45–59,Male,London,Authorized Dealer,Trade-In
487,2023,5,9484.25,31.8,3015.99,60+,Female,London,Pre-Owned Dealer,Trade-In
488,2024,10,5999.03,33.3,1997.68,30–44,Male,Midlands,Authorized Dealer,Sell Within 3y
489,2024,12,6472.96,38.7,2505.04,45–59,Male,Midlands,Authorized Dealer,Trade-In
490,2023,1,7555.47,34.5,2606.64,Under 30,Male,London,Online Boutique,Hold Long-Term
491,2024,12,4891.38,34.1,1667.96,60+,Male,Midlands,Authorized Dealer,Hold Long-Term
492,2024,10,4851.71,35.1,1702.95,30–44,Male,South East,Pre-Owned Dealer,Hold Long-Term
493,2024,2,14718.98,36.6,5387.15,60+,Male,London,Authorized Dealer,Hold Long-Term
494,2024,10,7589.45,35.2,2671.49,45–59,Male,London,Authorized Dealer,Trade-In
495,2024,2,5018.07,33.5,1681.05,30–44,Non-binary/Other,Midlands,Authorized Dealer,Sell Within 3y
496,2024,8,3740.43,33.9,1268.01,60+,Male,London,Authorized Dealer,Trade-In
497,2024,3,4126.62,38.3,1580.5,30–44,Male,North England,Authorized Dealer,Hold Long-Term
498,2023,11,7535.44,34.3,2584.66,Under 30,Male,London,Authorized Dealer,Trade-In
499,2023,5,4501.45,35.0,1575.51,45–59,Non-binary/Other,London,Authorized Dealer,Hold Long-Term
500,2023,1,4280.06,32.6,1395.3,30–44,Female,Wales,Authorized Dealer,Trade-In
501,2024,12,6068.89,35.6,2160.52,60+,Male,North England,Authorized Dealer,Hold Long-Term
502,2023,2,7620.12,38.7,2948.99,60+,Male,Midlands,Pre-Owned Dealer,Sell Within 3y
503,2024,12,11029.63,26.9,2966.97,30–44,Male,Midlands,Authorized Dealer,Hold Long-Term
504,2023,12,4749.96,37.0,1757.49,60+,Female,South East,Authorized Dealer,Sell Within 3y
505,2023,2,4989.35,39.2,1955.83,45–59,Male,South East,Authorized Dealer,Trade-In
506,2023,5,7644.09,36.2,2767.16,30–44,Male,North England,Authorized Dealer,Hold Long-Term
507,2023,2,5429.51,32.9,1786.31,45–59,Male,South East,Pre-Owned Dealer,Trade-In
508,2023,12,9218.01,40.8,3760.95,45–59,Male,Midlands,Pre-Owned Dealer,Sell Within 3y
509,2023,3,5467.33,40.9,2236.14,30–44,Male,North England,Pre-Owned Dealer,Trade-In
510,2024,6,3870.67,31.5,1219.26,30–44,Female,South East,Authorized Dealer,Hold Long-Term
511,2023,11,4954.89,38.3,1897.72,45–59,Male,North England,Pre-Owned Dealer,Sell Within 3y
512,2024,6,3537.7,37.2,1316.02,60+,Male,South East,Authorized Dealer,Sell Within 3y
513,2024,11,5326.19,25.7,1368.83,45–59,Male,London,Pre-Owned Dealer,Trade-In
514,2023,10,7982.72,37.7,3009.49,Under 30,Male,London,Pre-Owned Dealer,Trade-In
515,2024,6,6722.94,29.0,1949.65,45–59,Male,Wales,Pre-Owned Dealer,Sell Within 3y
516,2024,6,6282.82,36.2,2274.38,60+,Male,South East,Authorized Dealer,Hold Long-Term
517,2024,5,3946.38,28.6,1128.66,60+,Female,Midlands,Authorized Dealer,Sell Within 3y
518,2024,3,4855.76,38.6,1874.32,60+,Male,Scotland,Authorized Dealer,Hold Long-Term
519,2024,8,5635.32,47.9,2699.32,30–44,Male,North England,Online Boutique,Trade-In
520,2023,6,7264.08,32.8,2382.62,45–59,Female,North England,Pre-Owned Dealer,Sell Within 3y
521,2024,9,18085.41,31.2,5642.65,45–59,Male,South East,Authorized Dealer,Sell Within 3y
522,2024,3,4998.88,27.9,1394.69,30–44,Male,North England,Pre-Owned Dealer,Sell Within 3y
523,2024,5,9586.2,30.8,2952.55,Under 30,Male,North England,Authorized Dealer,Trade-In
524,2024,11,4142.79,41.2,1706.83,45–59,Male,Midlands,Authorized Dealer,Hold Long-Term
525,2023,12,4341.38,36.2,1571.58,Under 30,Male,South East,Authorized Dealer,Hold Long-Term
526,2024,11,2984.55,27.3,814.78,60+,Female,North England,Authorized Dealer,Sell Within 3y
527,2024,8,4801.32,34.8,1670.86,45–59,Male,South East,Online Boutique,Sell Within 3y
528,2024,2,9966.47,34.0,3388.6,30–44,Male,Midlands,Pre-Owned Dealer,Hold Long-Term
529,2023,7,6501.94,39.0,2535.76,45–59,Male,North England,Authorized Dealer,Sell Within 3y
530,2024,5,10684.1,33.5,3579.17,45–59,Male,Midlands,Authorized Dealer,Trade-In
531,2024,3,5369.7,38.0,2040.49,30–44,Male,North England,Authorized Dealer,Hold Long-Term
532,2024,10,10042.67,35.5,3565.15,30–44,Non-binary/Other,South East,Authorized Dealer,Hold Long-Term
533,2023,7,5248.2,27.5,1443.26,45–59,Male,Midlands,Authorized Dealer,Sell Within 3y
534,2024,1,9344.56,30.7,2868.78,30–44,Male,South East,Pre-Owned Dealer,Hold Long-Term
535,2024,1,12599.77,42.6,5367.5,Under 30,Male,Wales,Pre-Owned Dealer,Hold Long-Term
536,2023,1,5980.11,37.8,2260.48,60+,Male,London,Pre-Owned Dealer,Hold Long-Term
537,2024,8,3818.19,36.9,1408.91,45–59,Male,South East,Authorized Dealer,Trade-In
538,2023,3,13663.52,35.9,4905.2,60+,Male,North England,Online Boutique,Trade-In
539,2024,4,4626.03,27.8,1286.04,45–59,Male,Scotland,Online Boutique,Hold Long-Term
540,2024,12,5225.15,34.6,1807.9,30–44,Female,Scotland,Authorized Dealer,Trade-In
541,2024,3,5786.08,38.1,2204.5,45–59,Female,London,Authorized Dealer,Sell Within 3y
542,2024,6,9445.85,39.7,3750.0,45–59,Male,North England,Authorized Dealer,Sell Within 3y
543,2024,4,8631.82,41.3,3564.94,30–44,Male,London,Authorized Dealer,Hold Long-Term
544,2023,3,8515.29,38.0,3235.81,45–59,Male,North England,Authorized Dealer,Sell Within 3y
545,2024,10,5873.04,39.0,2290.49,45–59,Female,South East,Authorized Dealer,Hold Long-Term
546,2024,3,6065.76,33.2,2013.83,60+,Male,North England,Authorized Dealer,Hold Long-Term
547,2023,9,9106.1,43.2,3933.84,60+,Male,London,Authorized Dealer,Hold Long-Term
548,2023,2,12767.88,31.2,3983.58,30–44,Male,South East,Authorized Dealer,Trade-In
549,2024,8,3981.16,37.8,1504.88,Under 30,Female,North England,Authorized Dealer,Trade-In
550,2024,7,10835.28,34.8,3770.68,45–59,Male,London,Authorized Dealer,Hold Long-Term
551,2024,10,9664.22,42.4,4097.63,Under 30,Male,North England,Pre-Owned Dealer,Hold Long-Term
552,2023,3,8565.0,35.4,3032.01,60+,Male,London,Authorized Dealer,Trade-In
553,2023,9,4980.07,39.8,1982.07,60+,Male,Northern Ireland,Pre-Owned Dealer,Trade-In
554,2024,8,6855.29,32.6,2234.82,45–59,Female,Scotland,Authorized Dealer,Sell Within 3y
555,2024,10,7705.29,42.1,3243.93,30–44,Male,North England,Online Boutique,Trade-In
556,2024,12,5108.28,41.0,2094.39,45–59,Male,London,Online Boutique,Hold Long-Term
557,2024,12,10592.54,44.0,4660.72,60+,Female,South East,Authorized Dealer,Sell Within 3y
558,2023,8,5477.22,34.8,1906.07,45–59,Male,North England,Online Boutique,Sell Within 3y
559,2024,8,12242.23,40.8,4994.83,60+,Female,London,Authorized Dealer,Sell Within 3y
560,2024,3,3636.92,39.8,1447.49,60+,Female,Scotland,Pre-Owned Dealer,Hold Long-Term
561,2024,1,3823.16,42.1,1609.55,30–44,Male,Wales,Authorized Dealer,Trade-In
562,2023,2,3103.06,40.0,1241.22,45–59,Male,London,Authorized Dealer,Sell Within 3y
563,2023,10,8809.27,37.2,3277.05,45–59,Male,North England,Authorized Dealer,Sell Within 3y
564,2024,4,4610.96,42.2,1945.83,60+,Male,Wales,Authorized Dealer,Hold Long-Term
565,2023,1,4766.49,22.9,1091.53,60+,Male,London,Authorized Dealer,Hold Long-Term
566,2024,6,9536.38,34.7,3309.12,30–44,Male,South East,Authorized Dealer,Trade-In
567,2024,1,13264.13,32.0,4244.52,45–59,Male,North England,Authorized Dealer,Hold Long-Term
568,2024,3,4895.52,42.1,2061.01,45–59,Female,North England,Authorized Dealer,Sell Within 3y
569,2024,4,11426.79,35.4,4045.08,60+,Female,North England,Pre-Owned Dealer,Hold Long-Term
570,2024,1,8214.08,40.1,3293.85,60+,Male,South East,Authorized Dealer,Sell Within 3y
